44675	10041349
40103	10000125
41585	10016322
41834	10019211
46301	10061920
41783	10019133
41184	10016322
45250	10047700
45856	10048010
45048	10044565
40652	10011469
41451	10016256
41154	10022437
43508	10016322
44474	10040984
46293	10016322
45308	10047899
43391	10022437
43235	10022437
41072	10013911
44007	10028813
44370	10037844
43090	10022437
44988	10044565
42748	10022437
44923	10041349
41655	10016330
40334	10002855
44350	10037844
42845	10022437
43981	10029148
41566	10016322
42493	10006514
44303	10037211
41827	10019211
43342	10022437
41669	10016334
44113	10033371
44336	10016338
42497	10021030
44434	10039906
46039	10016256
43414	10022437
45500	10047899
45160	10044565
40193	10000125
40757	10012735
46148	10044565
43663	10025482
44209	10033775
45327	10047899
43044	10022437
42783	10022437
42276	10020765
45931	10048010
40017	10033371
41576	10016322
43214	10022437
42778	10022437
43726	10041349
44847	10042458
40372	10002855
41142	10015090
45379	10047899
40772	10013457
44170	10033371
41949	10019211
42868	10022437
45461	10047899
44545	10016322
46130	10061428
42662	10022437
42631	10022437
46187	10061428
42034	10020466
42871	10022437
41552	10016322
46212	10061428
42285	10020765
45572	10048010
46107	10052804
46276	10061920
40151	10000125
42889	10022437
44500	10040984
43193	10022437
41028	10013781
45018	10044565
45954	10048010
46138	10064805
40374	10002855
40025	10033371
44757	10041349
41477	10016322
44839	10042458
40140	10000125
43854	10028596
44741	10041349
43644	10025482
44280	10037211
41626	10016322
44877	10022998
43736	10027599
40351	10002855
45387	10047899
44903	10016256
44499	10022437
46193	10061428
43267	10022437
40540	10010071
42339	10020765
45045	10044565
44787	10041349
42261	10020765
44885	10053615
45529	10048010
41339	10016256
45305	10047895
44201	10033775
41713	10022437
43857	10028596
42069	10020642
43937	10028813
40363	10002855
46020	10048232
46157	10021654
43740	10027599
40048	10000125
46324	10020765
45793	10048010
44761	10041349
44050	10033371
40489	10006514
46330	10062519
44518	10041002
41499	10016322
42898	10022437
40816	10013573
40352	10002855
43340	10022437
45903	10048010
42573	10022437
45314	10047895
40433	10003549
40047	10000125
43671	10025482
40475	10061428
43855	10028596
45424	10047899
43982	10061598
43928	10028813
43194	10022437
43758	10027599
42016	10020466
42929	10022437
42227	10020751
44455	10040477
41043	10013781
45717	10048010
44983	10033371
42416	10020765
45934	10048010
42607	10022437
42215	10020751
44552	10041349
41418	10016256
40951	10013663
45901	10048010
46279	10061920
44950	10016322
40921	10013663
43137	10022437
44764	10041349
41773	10019133
43240	10022437
41445	10016256
45165	10044565
40459	10004716
46244	10061428
43016	10022437
40211	10000496
43838	10028411
45683	10048010
44497	10040984
42973	10022437
41505	10016322
42187	10020751
42375	10020765
41774	10019133
44516	10041002
45939	10048010
42608	10022437
44174	10033557
43556	10025482
40062	10000125
41413	10016256
41204	10016256
41763	10002368
43728	10022437
40730	10012378
44460	10040753
45559	10048010
41193	10025482
43604	10025482
40859	10013573
45682	10048010
41491	10016322
42171	10020751
44647	10041349
45835	10048010
41433	10016256
41373	10016256
40275	10002368
41045	10013781
44569	10041349
43283	10022437
40560	10010305
42277	10020765
46078	10013573
40707	10012378
46229	10061428
44224	10033864
44029	10029412
42819	10022437
41570	10016322
43290	10022437
44567	10041349
45264	10028813
45622	10048010
46364	10067484
43196	10022437
44682	10041349
40841	10013573
43169	10022437
41217	10016256
45325	10047899
41780	10019133
43906	10028813
43428	10022998
40599	10011469
46392	10067484
40152	10000125
45863	10048010
42035	10020466
42904	10022437
40246	10001540
40674	10012174
44145	10033557
43709	10027175
42234	10022437
44432	10039906
45499	10047899
42945	10022437
44009	10029412
44305	10037211
42832	10022437
41368	10016256
40229	10001497
45356	10047899
45726	10048010
40088	10000125
42272	10020765
44669	10041349
46237	10061428
43880	10028813
40965	10022437
41402	10016256
40502	10006514
45940	10048010
40554	10010305
43098	10022437
41728	10046543
46008	10048010
44653	10022437
42830	10022437
45667	10048010
45017	10044565
43481	10024264
42596	10022437
43932	10028813
43534	10016322
42270	10020765
41976	10020466
44218	10033775
41174	10016322
43238	10022437
46015	10048232
44450	10040477
43134	10022437
45600	10048010
42873	10022437
40832	10013573
45649	10048010
45219	10047700
45228	10047700
43046	10022437
43166	10022437
44147	10033557
43260	10020765
45789	10048010
43244	10022437
42710	10022437
41315	10016256
42063	10020642
43294	10022437
45891	10048010
41319	10016256
45199	10047513
45147	10044565
44112	10033371
45648	10048010
40618	10011469
44421	10039897
41717	10061428
44794	10041349
44123	10033371
43208	10022437
45802	10048010
42743	10022437
43700	10026749
43178	10022437
45644	10048010
45406	10047899
45355	10047899
42925	10022437
43489	10022437
43999	10020642
43360	10022437
41420	10016256
40350	10002855
43721	10041349
40267	10002368
41424	10016256
40901	10013663
45871	10048010
44325	10037660
45156	10044565
43357	10022437
43121	10022437
44726	10041349
41017	10013781
46340	10047895
41937	10019211
41795	10019133
46115	10013663
41927	10019211
45378	10047899
40173	10000125
43089	10022437
45268	10022437
45257	10047700
45674	10048010
41326	10016256
42565	10022437
45193	10047340
46081	10061428
40737	10012378
41643	10016322
41624	10016322
43843	10028596
40933	10013663
40548	10010071
40536	10009866
44509	10040984
45084	10044565
42914	10022437
45131	10044565
44585	10041349
42883	10022437
45388	10047899
46104	10052804
45123	10044565
40892	10013663
46083	10052251
41838	10019211
41261	10016256
42902	10022437
40704	10012378
42993	10022437
43430	10022998
42381	10020765
45358	10047899
44357	10037844
46097	10052804
42097	10020642
46269	10061428
44713	10041349
41281	10016256
45351	10047899
43032	10022437
42527	10022078
44065	10033371
41158	10016322
40497	10006514
42999	10022437
41730	10017577
43503	10024796
44797	10041349
45364	10047899
41442	10016256
44321	10037211
41908	10019211
43665	10025482
45269	10047895
40113	10000125
42417	10022437
42541	10022437
45024	10044565
41479	10016322
40326	10002855
42598	10022437
44582	10041349
41554	10016322
43410	10022437
44896	10042674
41198	10016256
42451	10020937
41041	10013781
45163	10044565
43100	10022437
45943	10048010
44032	10029412
40660	10011469
45034	10044565
40338	10002855
44105	10033371
45338	10047899
45209	10028641
46270	10061461
43988	10033371
46043	10033371
40451	10003988
44704	10067484
41945	10019211
42005	10020466
44013	10029412
43070	10022437
45820	10048010
41851	10019211
41066	10013911
41492	10016322
45372	10047899
41789	10019133
45521	10048010
44379	10037844
46382	10067484
45823	10048010
41148	10015137
42405	10020765
40642	10011469
42019	10020466
45691	10048010
40881	10013573
45639	10048010
45061	10044565
41245	10016256
41939	10019211
42289	10020765
44717	10041349
42571	10022437
43359	10022437
40137	10000125
42061	10020642
44149	10019303
42510	10021654
44485	10040984
43704	10026749
42266	10020765
40638	10011469
43358	10022437
46129	10055798
45861	10048010
45266	10047895
42531	10022086
41235	10016256
41705	10016338
43478	10024264
41546	10016322
40668	10020765
41353	10016256
45112	10044565
41114	10022437
44110	10033371
44768	10041349
40649	10011469
40154	10000125
44773	10041349
41139	10061598
46005	10048010
45603	10048010
46316	10022437
42950	10022437
45964	10048010
42242	10022437
44868	10042458
41293	10016256
45261	10047700
44770	10041349
40313	10022437
43650	10025482
41105	10013968
40804	10013573
40902	10013663
42244	10020765
45287	10047895
40952	10016256
43347	10022437
46211	10061428
43443	10022998
45971	10048010
44796	10041349
45870	10048010
45009	10044565
44206	10033775
42686	10022437
40465	10047895
43895	10028813
44414	10039897
41104	10013968
43138	10022437
43352	10022437
40201	10000125
40195	10000125
46201	10061428
43392	10022437
44758	10041349
41485	10016322
41841	10019211
46099	10052804
45168	10033371
40488	10006514
42812	10022437
43280	10022437
45008	10044565
42473	10020937
41893	10019211
41762	10061920
43685	10025482
41283	10016256
46303	10016322
44507	10040984
46160	10021654
43994	10020642
42724	10041349
45794	10048010
44387	10055798
42782	10022437
41396	10016256
40336	10002855
42611	10022437
44248	10037087
